Output, Typename, NumOps, NumCols, PartialThreshold, SelVecThreshold
Threshold, int64, 20, 10, 0.8, 0.9
Threshold, int64, 20, 9, 0.85, 0.85
Threshold, int64, 20, 8, 0.25, 0.35
Threshold, int64, 20, 7, 0.3, 0.35
Threshold, int64, 20, 6, 0.3, 0.35
Threshold, int64, 20, 5, 0.3, 0.4
Threshold, int64, 20, 4, 0.3, 0.4
Threshold, int64, 20, 3, 0.3, 0.4
Threshold, int64, 20, 2, 0.3, 0.4
Threshold, int64, 20, 1, 0.35, 0.4
