TypeName, NumOps, NumCols, Select, CompressUpdate, CompressProject
ArbitraryCols, 20, 4, 0.05, 203.174, 169.458
ArbitraryCols, 20, 4, 0.1, 353.592, 435.167
ArbitraryCols, 20, 4, 0.15, 580.535, 594.514
ArbitraryCols, 20, 4, 0.2, 815.043, 777.596
ArbitraryCols, 20, 4, 0.25, 936.125, 952.164
ArbitraryCols, 20, 4, 0.3, 1098.37, 1070.22
ArbitraryCols, 20, 4, 0.35, 1352.68, 1167.39
ArbitraryCols, 20, 4, 0.4, 1352.83, 1318.2
ArbitraryCols, 20, 4, 0.45, 1552.15, 1421.88
ArbitraryCols, 20, 4, 0.5, 1721.73, 1617.9
ArbitraryCols, 20, 4, 0.55, 1861.31, 1735.15
ArbitraryCols, 20, 4, 0.6, 1947.29, 1794.28
ArbitraryCols, 20, 4, 0.65, 2123.43, 1956.87
ArbitraryCols, 20, 4, 0.7, 2239.63, 2144.14
ArbitraryCols, 20, 4, 0.75, 2343.64, 2240.12
ArbitraryCols, 20, 4, 0.8, 2435.37, 2341.4
ArbitraryCols, 20, 4, 0.85, 2607.64, 2484.88
ArbitraryCols, 20, 4, 0.9, 2715.31, 2592.18
ArbitraryCols, 20, 4, 0.95, 2800.97, 2670.36
ArbitraryCols, 20, 4, 1, 2963.8, 2711.48
ArbitraryCols, 20, 3, 0, 29.6471, 31.1453
ArbitraryCols, 20, 3, 0.05, 142.209, 192.937
ArbitraryCols, 20, 3, 0.1, 313.041, 316.753
ArbitraryCols, 20, 3, 0.15, 445.181, 511.176
ArbitraryCols, 20, 3, 0.2, 569.566, 670.209
ArbitraryCols, 20, 3, 0.25, 692.392, 794.497
ArbitraryCols, 20, 3, 0.3, 851.25, 916.793
ArbitraryCols, 20, 3, 0.35, 1025.4, 1047.1
ArbitraryCols, 20, 3, 0.4, 1084.12, 1102.06
ArbitraryCols, 20, 3, 0.45, 1220.3, 1268.56
ArbitraryCols, 20, 3, 0.5, 1293.65, 1361.28
ArbitraryCols, 20, 3, 0.55, 1432.5, 1487.33
ArbitraryCols, 20, 3, 0.6, 1598.02, 1561.45
ArbitraryCols, 20, 3, 0.65, 1664.22, 1722.15
ArbitraryCols, 20, 3, 0.7, 1785.06, 1760.01
ArbitraryCols, 20, 3, 0.75, 1896.73, 1923.22
ArbitraryCols, 20, 3, 0.8, 1994.99, 2035.7
ArbitraryCols, 20, 3, 0.85, 2100.53, 2127.45
ArbitraryCols, 20, 3, 0.9, 2161.78, 2236.88
ArbitraryCols, 20, 3, 0.95, 2240.59, 2302.3
ArbitraryCols, 20, 3, 1, 2379.57, 2338.81
ArbitraryCols, 20, 2, 0, 29.692, 29.7831
ArbitraryCols, 20, 2, 0.05, 164.388, 133.768
ArbitraryCols, 20, 2, 0.1, 189.217, 254.704
ArbitraryCols, 20, 2, 0.15, 330.231, 395.142
ArbitraryCols, 20, 2, 0.2, 354.51, 496.676
ArbitraryCols, 20, 2, 0.25, 517.952, 625.893
ArbitraryCols, 20, 2, 0.3, 580.927, 699.995
ArbitraryCols, 20, 2, 0.35, 731.88, 774.84
ArbitraryCols, 20, 2, 0.4, 788.73, 883.547
ArbitraryCols, 20, 2, 0.45, 841.044, 966.193
ArbitraryCols, 20, 2, 0.5, 970.718, 1054.96
ArbitraryCols, 20, 2, 0.55, 1008.75, 1140.51
ArbitraryCols, 20, 2, 0.6, 1148.94, 1258.81
ArbitraryCols, 20, 2, 0.65, 1192.83, 1322.93
ArbitraryCols, 20, 2, 0.7, 1294.69, 1400.39
ArbitraryCols, 20, 2, 0.75, 1390.92, 1485.97
ArbitraryCols, 20, 2, 0.8, 1456.85, 1557.67
ArbitraryCols, 20, 2, 0.85, 1521.01, 1662.09
ArbitraryCols, 20, 2, 0.9, 1594.62, 1693.1
ArbitraryCols, 20, 2, 0.95, 1653.33, 1795.65
ArbitraryCols, 20, 2, 1, 1730.78, 1736.56
ArbitraryCols, 20, 1, 0, 30.0362, 31.1311
ArbitraryCols, 20, 1, 0.05, 132.828, 146.316
ArbitraryCols, 20, 1, 0.1, 198.253, 197.39
ArbitraryCols, 20, 1, 0.15, 261.034, 373.422
ArbitraryCols, 20, 1, 0.2, 383.366, 446.027
ArbitraryCols, 20, 1, 0.25, 448.771, 519.566
ArbitraryCols, 20, 1, 0.3, 549.054, 669.049
ArbitraryCols, 20, 1, 0.35, 640.77, 819.775
ArbitraryCols, 20, 1, 0.4, 718.902, 903.269
ArbitraryCols, 20, 1, 0.45, 807.26, 992.425
ArbitraryCols, 20, 1, 0.5, 880.368, 1139.97
ArbitraryCols, 20, 1, 0.55, 957.29, 1198.93
ArbitraryCols, 20, 1, 0.6, 1037.54, 1303.86
ArbitraryCols, 20, 1, 0.65, 1092, 1415.05
ArbitraryCols, 20, 1, 0.7, 1249.45, 1499.67
ArbitraryCols, 20, 1, 0.75, 1266.75, 1616.86
ArbitraryCols, 20, 1, 0.8, 1375.18, 1696.31
ArbitraryCols, 20, 1, 0.85, 1449.95, 1749.15
ArbitraryCols, 20, 1, 0.9, 1536.5, 1806.07
ArbitraryCols, 20, 1, 0.95, 1592.57, 1854.96
ArbitraryCols, 20, 1, 1, 1693.94, 1867.98
